algorithm,antecedents,consequents,support,confidence,lift,recency_score,composite_score_with_recency
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'root vegetables'}),0.0018,0.0404,0.6694,0.9974,0.2665
FP-Growth,frozenset({'coffee'}),frozenset({'bottled water'}),0.0012,0.0391,0.6429,1.0,0.268
FP-Growth,frozenset({'rolls/buns'}),frozenset({'coffee'}),0.002,0.02,0.6517,0.9987,0.2622
FP-Growth,frozenset({'soda'}),frozenset({'newspapers'}),0.0024,0.0253,0.611,0.9987,0.2477
FP-Growth,frozenset({'shopping bags'}),frozenset({'curd'}),0.0012,0.0227,0.7523,0.9974,0.2948
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'bottled water'}),0.0018,0.0404,0.6654,0.9974,0.2647
FP-Growth,frozenset({'berries'}),frozenset({'whole milk'}),0.0013,0.0809,0.6199,0.9974,0.2538
FP-Growth,frozenset({'napkins'}),frozenset({'yogurt'}),0.0017,0.067,0.8525,0.9895,0.3042
FP-Growth,frozenset({'bottled beer'}),frozenset({'yogurt'}),0.0019,0.0472,0.6006,0.9987,0.247
FP-Growth,frozenset({'whole milk'}),frozenset({'pickled vegetables'}),0.0011,0.0082,0.7497,0.9987,0.2971
FP-Growth,frozenset({'pastry'}),frozenset({'canned beer'}),0.0012,0.0241,0.7044,0.9987,0.2823
FP-Growth,frozenset({'other vegetables'}),frozenset({'berries'}),0.0013,0.0123,0.7581,0.9974,0.2949
FP-Growth,frozenset({'coffee'}),frozenset({'whole milk'}),0.002,0.0664,0.5089,1.0,0.221
FP-Growth,frozenset({'soda'}),frozenset({'butter milk'}),0.0011,0.0114,0.7375,0.9987,0.2926
FP-Growth,frozenset({'whole milk'}),frozenset({'sliced cheese'}),0.0014,0.011,0.7477,0.9974,0.2905
FP-Growth,frozenset({'waffles'}),frozenset({'other vegetables'}),0.0014,0.0706,0.6616,0.9961,0.2614
FP-Growth,frozenset({'cream cheese '}),frozenset({'whole milk'}),0.002,0.0859,0.658,0.9935,0.2506
FP-Growth,frozenset({'other vegetables'}),frozenset({'hygiene articles'}),0.0012,0.0112,0.7621,0.9974,0.2956
FP-Growth,frozenset({'rolls/buns'}),frozenset({'hygiene articles'}),0.0012,0.0117,0.7978,0.9961,0.3031
FP-Growth,frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.0022,0.0202,0.5838,1.0,0.2411
FP-Growth,frozenset({'rolls/buns'}),frozenset({'hard cheese'}),0.0011,0.0106,0.768,0.9974,0.2973
FP-Growth,frozenset({'domestic eggs'}),frozenset({'shopping bags'}),0.0014,0.0361,0.6853,0.9974,0.2701
FP-Growth,frozenset({'root vegetables'}),frozenset({'whipped/sour cream'}),0.0018,0.0297,0.6694,0.9974,0.2631
FP-Growth,frozenset({'canned beer'}),frozenset({'tropical fruit'}),0.0011,0.0315,0.6449,1.0,0.2657
FP-Growth,frozenset({'butter'}),frozenset({'rolls/buns'}),0.002,0.0596,0.5854,0.9974,0.2359
FP-Growth,frozenset({'other vegetables'}),frozenset({'margarine'}),0.0024,0.0224,0.6333,0.9974,0.2481
FP-Growth,frozenset({'bottled water'}),frozenset({'whipped/sour cream'}),0.0018,0.0295,0.6654,0.9974,0.2612
FP-Growth,frozenset({'margarine'}),frozenset({'root vegetables'}),0.0014,0.0405,0.6712,0.9974,0.2651
FP-Growth,frozenset({'whole milk'}),frozenset({'whipped/sour cream'}),0.0032,0.0247,0.5577,0.9974,0.2197
FP-Growth,frozenset({'chocolate'}),frozenset({'other vegetables'}),0.0016,0.065,0.6093,0.9974,0.2455
FP-Growth,frozenset({'soda'}),frozenset({'pastry'}),0.0026,0.0278,0.5603,0.9987,0.227
FP-Growth,frozenset({'margarine'}),frozenset({'bottled water'}),0.0014,0.0405,0.6672,0.9974,0.2633
FP-Growth,frozenset({'whole milk'}),frozenset({'specialty bar'}),0.0012,0.0092,0.6722,1.0,0.2718
FP-Growth,frozenset({'butter'}),frozenset({'bottled water'}),0.0013,0.0386,0.6352,0.9987,0.2563
FP-Growth,frozenset({'dessert'}),frozenset({'whole milk'}),0.0018,0.0773,0.5925,0.9961,0.2344
FP-Growth,frozenset({'bottled water'}),frozenset({'coffee'}),0.0012,0.0197,0.6429,1.0,0.2619
FP-Growth,frozenset({'shopping bags'}),frozenset({'domestic eggs'}),0.0014,0.0272,0.6853,0.9974,0.2673
FP-Growth,frozenset({'tropical fruit'}),frozenset({'canned beer'}),0.0011,0.0221,0.6449,1.0,0.2628
FP-Growth,frozenset({'dessert'}),frozenset({'other vegetables'}),0.0016,0.067,0.6281,0.9961,0.2458
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'tropical fruit'}),0.0011,0.0391,0.8019,0.9935,0.2952
FP-Growth,frozenset({'sugar'}),frozenset({'whole milk'}),0.0018,0.0926,0.7096,0.9908,0.257
FP-Growth,frozenset({'domestic eggs'}),frozenset({'bottled beer'}),0.0011,0.0271,0.6686,0.9987,0.2663
FP-Growth,frozenset({'newspapers'}),frozenset({'whipped/sour cream'}),0.0013,0.0318,0.7165,0.9961,0.2733
FP-Growth,frozenset({'bottled beer'}),frozenset({'domestic eggs'}),0.0011,0.0265,0.6686,0.9987,0.2661
FP-Growth,frozenset({'coffee'}),frozenset({'yogurt'}),0.0014,0.0469,0.5965,0.9987,0.2421
FP-Growth,frozenset({'bottled water'}),frozenset({'dessert'}),0.0011,0.0177,0.7635,0.9961,0.2887
FP-Growth,frozenset({'specialty chocolate'}),frozenset({'whole milk'}),0.0012,0.073,0.5594,0.9987,0.232
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'newspapers'}),0.0013,0.0296,0.7165,0.9961,0.2726
FP-Growth,frozenset({'yogurt'}),frozenset({'bottled beer'}),0.0019,0.0244,0.6006,0.9987,0.2398
FP-Growth,frozenset({'bottled beer'}),frozenset({'rolls/buns'}),0.0022,0.0531,0.5211,0.9987,0.2142
FP-Growth,frozenset({'white bread'}),frozenset({'rolls/buns'}),0.0017,0.0628,0.6161,0.9961,0.2398
FP-Growth,frozenset({'pip fruit'}),frozenset({'shopping bags'}),0.0013,0.035,0.6642,0.9974,0.2594
FP-Growth,frozenset({'bottled beer'}),frozenset({'tropical fruit'}),0.0012,0.0295,0.6045,1.0,0.2475
FP-Growth,frozenset({'yogurt'}),frozenset({'salty snack'}),0.0013,0.0167,0.8536,0.9921,0.3043
FP-Growth,frozenset({'salty snack'}),frozenset({'other vegetables'}),0.0014,0.0732,0.6859,0.9935,0.2556
FP-Growth,frozenset({'butter'}),frozenset({'other vegetables'}),0.0019,0.0561,0.5262,0.9987,0.216
FP-Growth,frozenset({'root vegetables'}),frozenset({'margarine'}),0.0014,0.0238,0.6712,0.9974,0.2598
FP-Growth,frozenset({'bottled water'}),frozenset({'margarine'}),0.0014,0.0236,0.6672,0.9974,0.258
FP-Growth,frozenset({'bottled beer'}),frozenset({'soda'}),0.0019,0.0472,0.4989,1.0,0.2097
FP-Growth,frozenset({'tropical fruit'}),frozenset({'bottled beer'}),0.0012,0.0245,0.6045,1.0,0.246
FP-Growth,frozenset({'brown bread'}),frozenset({'whipped/sour cream'}),0.0012,0.0298,0.6707,0.9974,0.26
FP-Growth,frozenset({'beef'}),frozenset({'yogurt'}),0.0012,0.0521,0.6628,0.9961,0.2546
FP-Growth,frozenset({'pork'}),frozenset({'whole milk'}),0.0013,0.0701,0.5369,0.9987,0.2216
FP-Growth,frozenset({'other vegetables'}),frozenset({'pork'}),0.0013,0.0123,0.6567,0.9987,0.2577
FP-Growth,frozenset({'oil'}),frozenset({'rolls/buns'}),0.0011,0.072,0.7066,0.9935,0.2624
FP-Growth,frozenset({'bottled water'}),frozenset({'butter'}),0.0013,0.0217,0.6352,0.9987,0.2509
FP-Growth,frozenset({'whole milk'}),frozenset({'beef'}),0.0019,0.0147,0.6386,0.9974,0.2451
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'brown bread'}),0.0012,0.027,0.6707,0.9974,0.2591
FP-Growth,frozenset({'root vegetables'}),frozenset({'other vegetables'}),0.0028,0.0455,0.4269,1.0,0.1816
FP-Growth,frozenset({'shopping bags'}),frozenset({'pip fruit'}),0.0013,0.0249,0.6642,0.9974,0.2563
FP-Growth,frozenset({'pastry'}),frozenset({'other vegetables'}),0.0025,0.0506,0.4743,0.9987,0.1944
FP-Growth,frozenset({'cream cheese '}),frozenset({'rolls/buns'}),0.0017,0.0707,0.6939,0.9921,0.2511
FP-Growth,frozenset({'beef'}),frozenset({'rolls/buns'}),0.0014,0.0625,0.6133,0.9961,0.237
FP-Growth,frozenset({'rolls/buns'}),frozenset({'pork'}),0.0013,0.0129,0.6876,0.9974,0.2631
FP-Growth,frozenset({'whole milk'}),frozenset({'napkins'}),0.0025,0.0192,0.77,0.9908,0.2657
FP-Growth,frozenset({'sausage'}),frozenset({'rolls/buns'}),0.0014,0.0558,0.5477,0.9987,0.2228
FP-Growth,frozenset({'chocolate'}),frozenset({'whole milk'}),0.0017,0.07,0.5365,0.9974,0.2148
FP-Growth,frozenset({'tropical fruit'}),frozenset({'frozen vegetables'}),0.0011,0.0221,0.8019,0.9935,0.2899
FP-Growth,frozenset({'soda'}),frozenset({'frozen vegetables'}),0.0019,0.0202,0.7353,0.9935,0.2642
FP-Growth,frozenset({'whole milk'}),frozenset({'hygiene articles'}),0.0013,0.0101,0.6854,0.9974,0.2612
FP-Growth,frozenset({'fruit/vegetable juice'}),frozenset({'whipped/sour cream'}),0.0011,0.0293,0.6607,0.9974,0.2546
FP-Growth,frozenset({'canned beer'}),frozenset({'rolls/buns'}),0.0018,0.0524,0.5147,0.9987,0.2089
FP-Growth,frozenset({'whole milk'}),frozenset({'UHT-milk'}),0.0019,0.0147,0.7387,0.9935,0.264
FP-Growth,frozenset({'whole milk'}),frozenset({'frozen meals'}),0.0013,0.0101,0.6798,0.9974,0.2587
FP-Growth,frozenset({'misc. beverages'}),frozenset({'whole milk'}),0.0011,0.0698,0.5347,0.9987,0.219
FP-Growth,frozenset({'soda'}),frozenset({'salty snack'}),0.0014,0.0152,0.7734,0.9935,0.277
FP-Growth,frozenset({'long life bakery product'}),frozenset({'rolls/buns'}),0.0016,0.0765,0.7504,0.9895,0.2602
FP-Growth,frozenset({'butter'}),frozenset({'yogurt'}),0.0016,0.0456,0.5805,0.9974,0.2263
FP-Growth,frozenset({'yogurt'}),frozenset({'napkins'}),0.0017,0.0213,0.8525,0.9895,0.2898
FP-Growth,frozenset({'newspapers'}),frozenset({'bottled water'}),0.0014,0.0347,0.5708,0.9987,0.2266
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'fruit/vegetable juice'}),0.0011,0.0243,0.6607,0.9974,0.253
FP-Growth,frozenset({'margarine'}),frozenset({'yogurt'}),0.0017,0.0473,0.6019,0.9961,0.2285
FP-Growth,frozenset({'whole milk'}),frozenset({'oil'}),0.0014,0.011,0.7357,0.9948,0.2674
FP-Growth,frozenset({'onions'}),frozenset({'soda'}),0.0011,0.0682,0.7207,0.9921,0.2588
FP-Growth,frozenset({'rolls/buns'}),frozenset({'misc. beverages'}),0.0011,0.0106,0.6847,0.9974,0.2595
FP-Growth,frozenset({'waffles'}),frozenset({'yogurt'}),0.0011,0.0529,0.6737,0.9948,0.2503
FP-Growth,frozenset({'other vegetables'}),frozenset({'oil'}),0.0012,0.0112,0.7499,0.9948,0.2724
FP-Growth,frozenset({'rolls/buns'}),frozenset({'butter'}),0.002,0.02,0.5854,0.9974,0.2234
FP-Growth,frozenset({'brown bread'}),frozenset({'bottled water'}),0.0013,0.0327,0.5388,1.0,0.2195
FP-Growth,frozenset({'yogurt'}),frozenset({'coffee'}),0.0014,0.0183,0.5965,0.9987,0.233
FP-Growth,frozenset({'napkins'}),frozenset({'soda'}),0.0017,0.067,0.708,0.9908,0.2475
FP-Growth,frozenset({'canned beer'}),frozenset({'shopping bags'}),0.0011,0.0315,0.5966,0.9987,0.235
FP-Growth,frozenset({'coffee'}),frozenset({'other vegetables'}),0.0016,0.0508,0.476,1.0,0.1982
FP-Growth,frozenset({'whole milk'}),frozenset({'coffee'}),0.002,0.0156,0.5089,1.0,0.205
FP-Growth,frozenset({'other vegetables'}),frozenset({'root vegetables'}),0.0028,0.0258,0.4269,1.0,0.1754
FP-Growth,frozenset({'citrus fruit'}),frozenset({'shopping bags'}),0.0011,0.0311,0.5904,0.9987,0.2321
FP-Growth,frozenset({'rolls/buns'}),frozenset({'bottled beer'}),0.0022,0.0211,0.5211,0.9987,0.2041
FP-Growth,frozenset({'pip fruit'}),frozenset({'other vegetables'}),0.0019,0.051,0.4776,0.9987,0.1924
FP-Growth,frozenset({'fruit/vegetable juice'}),frozenset({'pastry'}),0.0011,0.0293,0.5906,0.9987,0.2316
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'tropical fruit'}),0.0013,0.0296,0.6076,0.9974,0.2321
FP-Growth,frozenset({'bottled water'}),frozenset({'newspapers'}),0.0014,0.0236,0.5708,0.9987,0.2231
FP-Growth,frozenset({'tropical fruit'}),frozenset({'shopping bags'}),0.0014,0.0294,0.5576,0.9987,0.2189
FP-Growth,frozenset({'soda'}),frozenset({'bottled beer'}),0.0019,0.0202,0.4989,1.0,0.2011
FP-Growth,frozenset({'margarine'}),frozenset({'tropical fruit'}),0.0011,0.0304,0.6231,0.9974,0.2379
FP-Growth,frozenset({'other vegetables'}),frozenset({'napkins'}),0.002,0.0191,0.7624,0.9908,0.2592
FP-Growth,frozenset({'sausage'}),frozenset({'other vegetables'}),0.0013,0.0512,0.4796,1.0,0.1985
FP-Growth,frozenset({'tropical fruit'}),frozenset({'whipped/sour cream'}),0.0013,0.027,0.6076,0.9974,0.2312
FP-Growth,frozenset({'shopping bags'}),frozenset({'tropical fruit'}),0.0014,0.0272,0.5576,0.9987,0.2182
FP-Growth,frozenset({'whole milk'}),frozenset({'long life bakery product'}),0.002,0.0156,0.7664,0.9908,0.2599
FP-Growth,frozenset({'bottled water'}),frozenset({'brown bread'}),0.0013,0.0217,0.5388,1.0,0.216
FP-Growth,frozenset({'other vegetables'}),frozenset({'waffles'}),0.0014,0.0135,0.6616,0.9961,0.2434
FP-Growth,frozenset({'domestic eggs'}),frozenset({'pastry'}),0.0012,0.0301,0.6068,0.9974,0.2312
FP-Growth,frozenset({'other vegetables'}),frozenset({'pastry'}),0.0025,0.0235,0.4743,0.9987,0.1859
FP-Growth,frozenset({'other vegetables'}),frozenset({'chocolate'}),0.0016,0.0146,0.6093,0.9974,0.2296
FP-Growth,frozenset({'shopping bags'}),frozenset({'canned beer'}),0.0011,0.0204,0.5966,0.9987,0.2315
FP-Growth,frozenset({'onions'}),frozenset({'whole milk'}),0.0013,0.0833,0.6386,0.9921,0.2278
FP-Growth,frozenset({'pastry'}),frozenset({'fruit/vegetable juice'}),0.0011,0.0217,0.5906,0.9987,0.2292
FP-Growth,frozenset({'cream cheese '}),frozenset({'other vegetables'}),0.0016,0.0657,0.6154,0.9935,0.222
FP-Growth,frozenset({'domestic eggs'}),frozenset({'yogurt'}),0.0017,0.0422,0.5366,0.9974,0.2061
FP-Growth,frozenset({'napkins'}),frozenset({'shopping bags'}),0.0011,0.0431,0.8164,0.9895,0.2766
FP-Growth,frozenset({'shopping bags'}),frozenset({'citrus fruit'}),0.0011,0.0204,0.5904,0.9987,0.2287
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'shopping bags'}),0.0014,0.0323,0.6132,0.9961,0.2274
FP-Growth,frozenset({'other vegetables'}),frozenset({'butter'}),0.0019,0.0179,0.5262,0.9987,0.204
FP-Growth,frozenset({'tropical fruit'}),frozenset({'margarine'}),0.0011,0.0221,0.6231,0.9974,0.2352
FP-Growth,frozenset({'pastry'}),frozenset({'domestic eggs'}),0.0012,0.0241,0.6068,0.9974,0.2293
FP-Growth,frozenset({'yogurt'}),frozenset({'beef'}),0.0012,0.0152,0.6628,0.9961,0.243
FP-Growth,frozenset({'canned beer'}),frozenset({'root vegetables'}),0.0011,0.0315,0.521,1.0,0.2096
FP-Growth,frozenset({'yogurt'}),frozenset({'butter'}),0.0016,0.0198,0.5805,0.9974,0.2182
FP-Growth,frozenset({'whole milk'}),frozenset({'berries'}),0.0013,0.0101,0.6199,0.9974,0.2315
FP-Growth,frozenset({'shopping bags'}),frozenset({'whipped/sour cream'}),0.0014,0.0272,0.6132,0.9961,0.2258
FP-Growth,frozenset({'rolls/buns'}),frozenset({'white bread'}),0.0017,0.0164,0.6161,0.9961,0.2251
FP-Growth,frozenset({'other vegetables'}),frozenset({'dessert'}),0.0016,0.0146,0.6281,0.9961,0.2293
FP-Growth,frozenset({'citrus fruit'}),frozenset({'root vegetables'}),0.0011,0.0311,0.5156,1.0,0.207
FP-Growth,frozenset({'yogurt'}),frozenset({'margarine'}),0.0017,0.0213,0.6019,0.9961,0.2203
FP-Growth,frozenset({'whole milk'}),frozenset({'cream cheese '}),0.002,0.0156,0.658,0.9935,0.2284
FP-Growth,frozenset({'rolls/buns'}),frozenset({'canned beer'}),0.0018,0.0176,0.5147,0.9987,0.1979
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'yogurt'}),0.0014,0.0522,0.664,0.9921,0.2302
FP-Growth,frozenset({'rolls/buns'}),frozenset({'sausage'}),0.0014,0.0141,0.5477,0.9987,0.2096
FP-Growth,frozenset({'long life bakery product'}),frozenset({'soda'}),0.0013,0.0647,0.684,0.9908,0.2337
FP-Growth,frozenset({'pastry'}),frozenset({'rolls/buns'}),0.0023,0.0458,0.4493,0.9974,0.1713
FP-Growth,frozenset({'whole milk'}),frozenset({'dessert'}),0.0018,0.0137,0.5925,0.9961,0.2144
FP-Growth,frozenset({'margarine'}),frozenset({'pastry'}),0.0011,0.0304,0.6126,0.9961,0.2243
FP-Growth,frozenset({'root vegetables'}),frozenset({'canned beer'}),0.0011,0.0178,0.521,1.0,0.2053
FP-Growth,frozenset({'rolls/buns'}),frozenset({'beef'}),0.0014,0.0141,0.6133,0.9961,0.2217
FP-Growth,frozenset({'root vegetables'}),frozenset({'citrus fruit'}),0.0011,0.0178,0.5156,1.0,0.2028
FP-Growth,frozenset({'yogurt'}),frozenset({'domestic eggs'}),0.0017,0.0213,0.5366,0.9974,0.1995
FP-Growth,frozenset({'whole milk'}),frozenset({'specialty chocolate'}),0.0012,0.0092,0.5594,0.9987,0.2118
FP-Growth,frozenset({'other vegetables'}),frozenset({'salty snack'}),0.0014,0.0135,0.6859,0.9935,0.2367
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'rolls/buns'}),0.0022,0.0485,0.4761,0.9961,0.1747
FP-Growth,frozenset({'shopping bags'}),frozenset({'napkins'}),0.0011,0.0204,0.8164,0.9895,0.2695
FP-Growth,frozenset({'yogurt'}),frozenset({'waffles'}),0.0011,0.0137,0.6737,0.9948,0.2379
FP-Growth,frozenset({'other vegetables'}),frozenset({'coffee'}),0.0016,0.0146,0.476,1.0,0.1868
FP-Growth,frozenset({'citrus fruit'}),frozenset({'yogurt'}),0.0013,0.0381,0.4844,0.9987,0.1877
FP-Growth,frozenset({'other vegetables'}),frozenset({'pip fruit'}),0.0019,0.0179,0.4776,0.9987,0.182
FP-Growth,frozenset({'rolls/buns'}),frozenset({'cream cheese '}),0.0017,0.0164,0.6939,0.9921,0.234
FP-Growth,frozenset({'pastry'}),frozenset({'margarine'}),0.0011,0.0217,0.6126,0.9961,0.2215
FP-Growth,frozenset({'dessert'}),frozenset({'rolls/buns'}),0.0013,0.0567,0.5564,0.9948,0.1998
FP-Growth,frozenset({'whole milk'}),frozenset({'pork'}),0.0013,0.0101,0.5369,0.9987,0.2027
FP-Growth,frozenset({'whole milk'}),frozenset({'chocolate'}),0.0017,0.0128,0.5365,0.9974,0.1967
FP-Growth,frozenset({'rolls/buns'}),frozenset({'oil'}),0.0011,0.0106,0.7066,0.9935,0.243
FP-Growth,frozenset({'other vegetables'}),frozenset({'sausage'}),0.0013,0.0123,0.4796,1.0,0.1862
FP-Growth,frozenset({'whole milk'}),frozenset({'sugar'}),0.0018,0.0137,0.7096,0.9908,0.2321
FP-Growth,frozenset({'margarine'}),frozenset({'shopping bags'}),0.0011,0.0304,0.5765,0.9961,0.2079
FP-Growth,frozenset({'soda'}),frozenset({'napkins'}),0.0017,0.0177,0.708,0.9908,0.232
FP-Growth,frozenset({'curd'}),frozenset({'rolls/buns'}),0.0014,0.0476,0.4673,0.9974,0.1749
FP-Growth,frozenset({'rolls/buns'}),frozenset({'pastry'}),0.0023,0.0223,0.4493,0.9974,0.1639
FP-Growth,frozenset({'whole milk'}),frozenset({'misc. beverages'}),0.0011,0.0082,0.5347,0.9987,0.1996
FP-Growth,frozenset({'soda'}),frozenset({'onions'}),0.0011,0.0114,0.7207,0.9921,0.2408
FP-Growth,frozenset({'rolls/buns'}),frozenset({'long life bakery product'}),0.0016,0.0153,0.7504,0.9895,0.2408
FP-Growth,frozenset({'shopping bags'}),frozenset({'margarine'}),0.0011,0.0204,0.5765,0.9961,0.2048
FP-Growth,frozenset({'yogurt'}),frozenset({'citrus fruit'}),0.0013,0.0167,0.4844,0.9987,0.181
FP-Growth,frozenset({'brown bread'}),frozenset({'root vegetables'}),0.0011,0.0268,0.4435,1.0,0.1729
FP-Growth,frozenset({'yogurt'}),frozenset({'frozen vegetables'}),0.0014,0.0183,0.664,0.9921,0.2195
FP-Growth,frozenset({'pip fruit'}),frozenset({'bottled water'}),0.0011,0.0287,0.4717,0.9987,0.1775
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'pastry'}),0.0012,0.027,0.543,0.9961,0.1924
FP-Growth,frozenset({'UHT-milk'}),frozenset({'soda'}),0.0011,0.0542,0.5731,0.9935,0.1962
FP-Growth,frozenset({'rolls/buns'}),frozenset({'whipped/sour cream'}),0.0022,0.0211,0.4761,0.9961,0.1661
FP-Growth,frozenset({'other vegetables'}),frozenset({'cream cheese '}),0.0016,0.0146,0.6154,0.9935,0.2059
FP-Growth,frozenset({'pastry'}),frozenset({'whipped/sour cream'}),0.0012,0.0241,0.543,0.9961,0.1915
FP-Growth,frozenset({'root vegetables'}),frozenset({'brown bread'}),0.0011,0.0178,0.4435,1.0,0.1701
FP-Growth,frozenset({'dessert'}),frozenset({'soda'}),0.0011,0.0464,0.4904,0.9961,0.1739
FP-Growth,frozenset({'bottled water'}),frozenset({'pip fruit'}),0.0011,0.0177,0.4717,0.9987,0.1741
FP-Growth,frozenset({'tropical fruit'}),frozenset({'root vegetables'}),0.0012,0.0245,0.4058,1.0,0.1559
FP-Growth,frozenset({'soda'}),frozenset({'long life bakery product'}),0.0013,0.0139,0.684,0.9908,0.2176
FP-Growth,frozenset({'root vegetables'}),frozenset({'tropical fruit'}),0.0012,0.0198,0.4058,1.0,0.1544
FP-Growth,frozenset({'cream cheese '}),frozenset({'soda'}),0.0012,0.0505,0.5338,0.9935,0.178
FP-Growth,frozenset({'rolls/buns'}),frozenset({'curd'}),0.0014,0.0141,0.4673,0.9974,0.1643
FP-Growth,frozenset({'rolls/buns'}),frozenset({'dessert'}),0.0013,0.0129,0.5564,0.9948,0.186
FP-Growth,frozenset({'whole milk'}),frozenset({'onions'}),0.0013,0.0101,0.6386,0.9921,0.2047
FP-Growth,frozenset({'pastry'}),frozenset({'shopping bags'}),0.0012,0.0241,0.4568,0.9974,0.1612
FP-Growth,frozenset({'shopping bags'}),frozenset({'pastry'}),0.0012,0.0227,0.4568,0.9974,0.1608
FP-Growth,frozenset({'UHT-milk'}),frozenset({'rolls/buns'}),0.0011,0.0542,0.5321,0.9921,0.1688
FP-Growth,frozenset({'soda'}),frozenset({'UHT-milk'}),0.0011,0.0114,0.5731,0.9935,0.1827
FP-Growth,frozenset({'napkins'}),frozenset({'rolls/buns'}),0.0014,0.0574,0.5634,0.9895,0.1686
FP-Growth,frozenset({'soda'}),frozenset({'dessert'}),0.0011,0.0114,0.4904,0.9961,0.1629
FP-Growth,frozenset({'soda'}),frozenset({'cream cheese '}),0.0012,0.0126,0.5338,0.9935,0.1661
FP-Growth,frozenset({'salty snack'}),frozenset({'whole milk'}),0.0011,0.0549,0.4206,0.9935,0.1273
FP-Growth,frozenset({'rolls/buns'}),frozenset({'UHT-milk'}),0.0011,0.0106,0.5321,0.9921,0.155
FP-Growth,frozenset({'rolls/buns'}),frozenset({'napkins'}),0.0014,0.0141,0.5634,0.9895,0.1549
FP-Growth,frozenset({'whole milk'}),frozenset({'salty snack'}),0.0011,0.0082,0.4206,0.9935,0.1126
